"id_curriculo";"codigo";"nome_matriz";"id_curso";"nome_curso";"semestre_conclusao_minimo";"semestre_conclusao_ideal";"semestre_conclusao_maximo";"meses_conclusao_minimo";"meses_conclusao_ideal";"meses_conclusao_maximo";"cr_total_minimo";"ch_total_minima";"ch_optativas_minima";"ch_complementar_minima";"max_eletivos";"ch_nao_atividade_obrigatoria";"cr_nao_atividade_obrigatorio";"ch_atividade_obrigatoria";"cr_minimo_semestre";"cr_ideal_semestre";"cr_maximo_semestre";"ch_minima_semestre";"ch_ideal_semestre";"ch_maxima_semestre";"periodo_entrada_vigor";"ano_entrada_vigor";"observacao"
"165814143";"02";"MEDICINA - CAICÓ - MTN - FORMAÇÃO";"104831949";"MEDICINA";"12";"12";"18";"";"";"";"0";"7560";"760";"380";"120";"2380";"0";"4040";"8";"32";"40";"1";"";"0";"2";"2023";""
"167828348";"PDT2023";"";"5036034";"RESIDÊNCIA MÉDICA EM PEDIATRIA";"";"";"";"";"";"";"0";"8717";"0";"";"";"151";"0";"8566";"";"";"";"0";"";"";"1";"2023";""
"178623947";"03";"ENGENHARIA DE TELECOMUNICAÇÕES - NATAL - N - FORMAÇÃO";"85322080";"ENGENHARIA DE TELECOMUNICAÇÕES";"11";"11";"16";"";"";"";"201";"3704";"390";"186";"186";"2928";"201";"200";"";"";"";"";"";"400";"1";"2025";""
"179759602";"DOUT10";"";"315750";"DOUTORADO EM ENGENHARIA ELÉTRICA E DE COMPUTAÇÃO";"24";"";"48";"24";"";"48";"36";"540";"540";"";"";"0";"0";"0";"";"";"";"";"";"";"1";"2025";""
"134575061";"OTGHUOL";"";"5036046";"RESIDÊNCIA MÉDICA EM OTORRINOLARINGOLOGIA";"";"";"";"";"";"";"0";"8675";"0";"";"0";"354";"0";"8286";"";"";"";"0";"";"";"1";"2019";""
"134977008";"GHPHUOL";"";"88337494";"RESIDÊNCIA MÉDICA EM GASTROENTEROLOGIA - HEPATOLOGIA";"";"";"";"";"";"";"0";"2880";"0";"";"0";"0";"0";"0";"";"";"";"0";"";"";"1";"2019";""
"135411668";"GTES19";"";"133255820";"MESTRADO PROFISSIONAL EM GESTÃO, TRABALHO, EDUCAÇÃO E SAÚDE";"12";"";"24";"12";"";"24";"24";"360";"180";"";"0";"180";"12";"0";"";"";"";"0";"";"";"1";"2019";""
"176322978";"2024IFT";"";"5036039";"RESIDÊNCIA MÉDICA EM INFECTOLOGIA";"";"";"";"";"";"";"0";"8640";"0";"";"";"0";"0";"0";"";"";"";"0";"";"";"1";"2024";""
"175970147";"BEF2024";"";"172254760";"DOUTORADO EM BIOLOGIA ESTUTURAL E FUNCIONAL";"24";"";"48";"24";"";"48";"10";"405";"150";"";"";"255";"0";"0";"";"";"";"";"";"";"2";"2024";""
"140938136";"TUR-M";"";"507421";"MESTRADO EM TURISMO";"12";"";"24";"12";"";"24";"24";"360";"180";"";"0";"180";"12";"0";"";"";"";"0";"";"";"1";"2020";""
"139977";"01";"";"315730";"MESTRADO EM GEOCIÊNCIAS";"12";"24";"36";"";"";"";"0";"0";"0";"";"240";"0";"0";"0";"1";"12";"24";"";"0";"";"1";"1996";""
"139956";"01";"";"315768";"MESTRADO EM BIOECOLOGIA AQUÁTICA";"12";"24";"30";"";"";"";"0";"0";"0";"";"240";"0";"0";"0";"1";"12";"99";"";"0";"";"0";"0";""
"124767317";"PQT2017";"";"5036035";"RESIDÊNCIA MÉDICA EM PSIQUIATRIA";"";"";"";"";"";"";"0";"8662";"0";"";"0";"1050";"0";"7612";"";"";"";"0";"";"";"1";"2017";""
"126769396";"GOB2018";"";"110378615";"RESIDÊNCIA MÉDICA EM GINECOLOGIA E OBSTETRÍCIA";"";"";"";"";"";"";"0";"8640";"0";"";"0";"867";"0";"7773";"";"";"";"0";"";"";"1";"2017";""
"170601695";"01";"RELAÇÕES INTERNACIONAIS - NATAL - T - BACHARELADO";"170595750";"RELAÇÕES INTERNACIONAIS";"8";"8";"12";"";"";"";"29";"2700";"330";"150";"150";"1980";"29";"240";"";"";"";"";"";"360";"1";"2024";""
"140852569";"TI2020";"";"100181629";"MESTRADO PROFISSIONAL EM TECNOLOGIA DA INFORMAÇÃO";"12";"";"24";"12";"";"24";"24";"360";"330";"";"0";"30";"2";"0";"";"";"";"0";"";"";"1";"2020";""
"140690828";"RCM2020";"";"140690440";"PROGRAMA DE RESIDÊNCIA MÉDICA EM CLÍNICA MÉDICA";"";"";"";"";"";"";"0";"5760";"0";"";"0";"0";"0";"0";"";"";"";"0";"";"";"1";"2020";""
"166362013";"MPI2023";"";"108846991";"MESTRADO PROFISSIONAL EM CIÊNCIA, TECNOLOGIA E INOVAÇÃO";"12";"";"24";"12";"";"24";"24";"510";"270";"";"";"90";"6";"150";"";"";"";"";"";"";"1";"2023";""
"135321203";"MESTR18";"";"84739860";"MESTRADO EM SAÚDE COLETIVA";"12";"";"24";"12";"";"24";"18";"270";"270";"";"0";"0";"0";"0";"";"";"";"0";"";"";"2";"2018";""
"173014931";"D24ECON";"";"170068950";"DOUTORADO EM ECONOMIA";"24";"";"48";"24";"";"48";"16";"600";"240";"";"";"360";"0";"0";"";"";"";"";"";"";"1";"2024";""
"108814104";"05";"MATEMÁTICA - NATAL - MT - BACHARELADO";"2000054";"MATEMÁTICA";"8";"8";"12";"";"";"";"146";"2580";"260";"130";"600";"2190";"146";"0";"2";"22";"34";"60";"";"0";"1";"2015";""
"140031";"02";"";"315755";"MESTRADO EM ENGENHARIA SANITÁRIA E AMBIENTAL";"12";"24";"24";"12";"24";"24";"24";"360";"180";"";"240";"180";"12";"0";"1";"21";"30";"1";"0";"";"1";"2005";""
"140061";"PE";"";"315785";"MESTRADO EM MATEMÁTICA APLICADA E ESTATÍSTICA";"12";"24";"24";"12";"24";"24";"10";"150";"120";"";"240";"30";"2";"0";"2";"12";"16";"1";"0";"";"2";"2006";""
"150741013";"01";"ENGENHARIA DE PRODUÇÃO - CURRAIS NOVOS - MT - BACHARELADO";"150738818";"ENGENHARIA DE PRODUÇÃO";"10";"10";"15";"";"";"";"0";"3600";"360";"180";"240";"2820";"0";"240";"";"";"";"";"";"420";"1";"2021";""
"99508764";"05";"";"315779";"MESTRADO EM DIREITO";"12";"24";"24";"12";"24";"24";"30";"450";"270";"";"0";"180";"12";"0";"1";"16";"30";"0";"";"";"2";"2013";""
"166544067";"NUT23";"";"103197769";"MESTRADO EM NUTRIÇÃO";"12";"";"24";"12";"";"24";"26";"390";"165";"";"";"225";"15";"0";"";"";"";"";"";"";"1";"2023";""
"175447083";"01";"EDUCAÇÃO ESPECIAL INCLUSIVA - NATAL - I - LICENCIATURA";"175224989";"EDUCAÇÃO ESPECIAL INCLUSIVA";"4";"4";"6";"";"";"";"55";"1200";"120";"60";"60";"720";"55";"300";"";"";"";"";"";"320";"2";"2024";""
"179572828";"DOUT25";"";"178355478";"DOUTORADO EM BIOLOGIA PARASITÁRIA";"24";"";"48";"24";"";"48";"29";"435";"285";"";"";"150";"10";"0";"";"";"";"";"";"";"1";"2025";""
"131694357";"PGA18D";"";"315765";"DOUTORADO EM ADMINISTRAÇÃO";"24";"";"48";"24";"";"48";"32";"540";"150";"";"0";"390";"22";"0";"";"";"";"0";"";"";"1";"2018";""
"166715365";"MFC2023";"";"116724071";"RESIDÊNCIA MÉDICA EM MEDICINA DE FAMÍLIA E COMUNIDADE/RESMMFC/EMCM";"";"";"";"";"";"";"0";"5760";"0";"";"";"930";"0";"4830";"";"";"";"0";"";"";"1";"2023";""
"140944352";"TUR-D";"";"104910434";"DOUTORADO EM TURISMO";"24";"";"48";"24";"";"48";"36";"540";"330";"";"0";"210";"14";"0";"";"";"";"0";"";"";"1";"2020";""
"132111265";"mpart2";"";"106146377";"MESTRADO PROFISSIONAL EM ARTES - PROFARTES";"12";"";"24";"12";"";"24";"8";"420";"120";"";"0";"300";"0";"0";"";"";"";"0";"";"";"2";"2018";""
"135317069";"AB2019";"";"116724075";"RESIDÊNCIA EM ATENÇÃO BÁSICA/RESATBAS/EMCM";"";"";"";"";"";"";"0";"5760";"0";"";"0";"915";"0";"4845";"";"";"";"0";"";"";"1";"2019";""
"101092038";"EGM1";"";"101050293";"MESTRADO EM ENGENHARIA MECATRÔNICA";"12";"24";"24";"12";"24";"24";"24";"360";"180";"";"0";"180";"12";"0";"2";"12";"24";"0";"";"";"2";"2013";""
"133579275";"REUHUOL";"";"118776383";"PROGRAMA DE RESIDÊNCIA MÉDICA EM REUMATOLOGIA/RESREUM/HUOL";"";"";"";"";"";"";"0";"5760";"0";"";"0";"288";"0";"2292";"";"";"";"0";"";"";"1";"2018";""
"140046";"4 ";"";"315776";"MESTRADO EM CIÊNCIAS SOCIAIS";"12";"24";"24";"12";"24";"24";"12";"180";"180";"";"240";"0";"0";"0";"1";"1";"99";"0";"0";"";"1";"2004";""
"139208926";"04";"GEOGRAFIA - NATAL - MTN - LICENCIATURA";"2671321";"GEOGRAFIA";"8";"8";"12";"";"";"";"134";"3260";"360";"200";"600";"1980";"134";"720";"";"";"";"60";"";"540";"1";"2020";""
"150172153";"02";"LETRAS - LÍNGUA PORTUGUESA - CURRAIS NOVOS - TN - LICENCIATURA";"118922626";"LETRAS - LÍNGUA PORTUGUESA";"8";"8";"12";"";"";"";"0";"2910";"105";"200";"600";"2205";"0";"400";"1";"98";"99";"15";"";"0";"1";"2021";""
"170064550";"D23";"";"84739891";"DOUTORADO EM SAÚDE COLETIVA";"24";"";"48";"24";"";"48";"19";"444";"288";"";"";"156";"0";"0";"";"";"";"";"";"";"2";"2024";""
"86369001";"MSS1";"";"315741";"MESTRADO EM SERVIÇO SOCIAL";"12";"24";"24";"12";"24";"24";"8";"300";"120";"";"0";"180";"0";"0";"3";"12";"24";"1";"";"";"2";"2011";""
"166042621";"mest23";"";"315744";"MESTRADO EM ECONOMIA";"12";"";"24";"12";"";"24";"26";"390";"120";"";"";"270";"18";"0";"";"";"";"";"";"";"1";"2023";""
"121782311";"mest17";"";"315745";"MESTRADO EM EDUCAÇÃO";"12";"24";"24";"12";"24";"24";"14";"270";"90";"";"0";"120";"8";"60";"";"";"";"0";"";"";"1";"2017";""
"161820458";"04";"HISTÓRIA - CAICÓ - MT - LICENCIATURA";"111635060";"HISTÓRIA";"8";"8";"12";"";"";"";"71";"3200";"320";"185";"120";"2025";"71";"670";"";"";"";"";"";"540";"2";"2022";""
"139778396";"05";"NUTRIÇÃO - NATAL - MT - FORMAÇÃO";"2000058";"NUTRIÇÃO";"10";"10";"15";"";"";"";"97";"4000";"400";"200";"200";"2520";"97";"880";"";"";"";"30";"";"600";"1";"2020";""
"137734884";"dCO/BI";"";"130260440";"DOUTORADO EM CIÊNCIAS ODONTOLÓGICAS";"24";"";"48";"24";"";"48";"36";"540";"300";"";"0";"240";"16";"0";"";"";"";"0";"";"";"2";"2018";""
"131694511";"EG-MEJC";"";"5036033";"RESIDÊNCIA MÉDICA EM ENDOSCOPIA GINECOLÓGICA";"";"";"";"";"";"";"0";"2880";"0";"";"0";"0";"0";"0";"";"";"";"0";"";"";"1";"2018";""
"51438889";"EDF01";"";"50980468";"MESTRADO EM EDUCAÇÃO FÍSICA";"12";"24";"24";"12";"24";"24";"24";"360";"150";"";"0";"210";"14";"0";"4";"12";"20";"1";"";"";"1";"2011";""
"179258198";"03";"SAÚDE COLETIVA - NATAL - N - BACHARELADO";"7252420";"SAÚDE COLETIVA";"9";"9";"13";"";"";"";"84";"3200";"420";"200";"180";"1875";"84";"705";"";"";"";"";"";"420";"1";"2025";""
"139948";"01";"";"315778";"MESTRADO EM CLÍNICAS ODONTOLÓGICAS";"12";"24";"30";"";"";"";"0";"0";"0";"";"240";"0";"0";"0";"1";"12";"99";"";"0";"";"0";"0";""
"133692425";"OFTHUOL";"";"5036045";"RESIDÊNCIA MÉDICA EM OFTALMOLOGIA";"";"";"";"";"";"";"0";"8640";"0";"";"0";"0";"0";"0";"";"";"";"0";"";"";"1";"2018";""
"150495538";"02";"MATEMÁTICA - NATAL - MTN - LICENCIATURA";"2000134";"MATEMÁTICA";"8";"8";"12";"";"";"";"181";"3200";"320";"170";"600";"2310";"181";"400";"";"";"";"";"";"590";"1";"2021";""
"84869976";"01A";"GESTÃO PÚBLICA - NATAL - MTN - TECNOLÓGICO";"2000160";"GESTÃO PÚBLICA";"5";"5";"7";"";"";"";"0";"1800";"30";"";"240";"1680";"0";"90";"1";"99";"99";"15";"";"";"1";"2011";""
"113772442";"PHIST01";"";"113759737";"MESTRADO PROFISSIONAL EM ENSINO DE HISTÓRIA - PROFHISTORIA";"12";"24";"24";"12";"24";"24";"11";"420";"165";"";"0";"210";"0";"45";"1";"16";"24";"1";"";"";"2";"2015";""
"139173380";"01";"MÚSICA - NATAL - MT - BACHARELADO";"2000057";"MÚSICA";"8";"8";"12";"";"";"";"68";"3070";"1470";"160";"600";"1020";"68";"420";"";"";"";"30";"";"0";"1";"2018";""
"171491161";"MES2023";"";"88211810";"MESTRADO PROFISSIONAL EM SAÚDE DA FAMÍLIA";"12";"";"24";"12";"";"24";"33";"495";"0";"";"";"495";"33";"0";"";"";"";"";"";"";"2";"2023";""
"141017507";"CASM_1";"";"140178600";"MESTRADO EM CIÊNCIAS APLICADAS À SAÚDE DA MULHER";"12";"";"24";"12";"";"24";"10";"375";"150";"";"0";"225";"0";"0";"";"";"";"0";"";"";"1";"2020";""
"172573394";"TIN2024";"";"5036025";"RESIDÊNCIA EM TERAPIA INTENSIVA NEONATAL";"";"";"";"";"";"";"0";"5488";"0";"";"";"0";"0";"0";"";"";"";"0";"";"";"1";"2024";""
"165598391";"ITE23ME";"";"121508460";"MESTRADO PROFISSIONAL EM INOVAÇÃO EM TECNOLOGIAS EDUCACIONAIS";"12";"";"24";"12";"";"24";"12";"360";"180";"";"";"180";"0";"0";"";"";"";"";"";"";"1";"2023";""
"148773515";"MEST21";"";"315727";"MESTRADO EM FÍSICA";"12";"";"24";"12";"";"24";"24";"360";"60";"";"0";"300";"20";"0";"";"";"";"";"";"";"1";"2021";""
"119510147";"01";"LETRAS - LÍNGUA PORTUGUESA E LIBRAS - NATAL - N - LICENCIATURA";"118921874";"LETRAS - LÍNGUA PORTUGUESA E LIBRAS";"9";"9";"13";"";"";"";"68";"2920";"300";"200";"600";"2020";"68";"400";"";"";"";"180";"";"0";"2";"2016";""
"163413342";"ETIM2";"";"119342264";"MESTRADO PROFISSIONAL EM EDUCAÇÃO, TRABALHO E INOVAÇÃO EM MEDICINA";"12";"";"24";"12";"";"24";"26";"390";"105";"";"";"285";"19";"0";"";"";"";"";"";"";"2";"2022";""
"175921906";"M23";"";"84739860";"MESTRADO EM SAÚDE COLETIVA";"12";"";"24";"12";"";"24";"10";"316";"160";"";"";"156";"0";"0";"";"";"";"";"";"";"2";"2024";""
"133667795";"MFCHUOL";"";"5036040";"RESIDÊNCIA MÉDICA EM MEDICINA DE FAMÍLIA E COMUNIDADE";"";"";"";"";"";"";"0";"5760";"0";"";"0";"576";"0";"4896";"";"";"";"0";"";"";"1";"2018";""
"135036378";"PCSHUOL";"";"135035650";"PROGRAMA DE RESIDÊNCIA EM ATENÇÃO PSICOSSOCIAL";"";"";"";"";"";"";"0";"5408";"0";"";"0";"320";"0";"5008";"";"";"";"0";"";"";"1";"2019";""
"165061043";"02";"CIÊNCIAS ATUARIAIS - NATAL - N - BACHARELADO";"6633741";"CIÊNCIAS ATUARIAIS";"8";"8";"12";"";"";"";"85";"3000";"420";"300";"180";"1680";"85";"600";"";"";"";"30";"";"420";"1";"2023";""
"165149202";"02A";"LETRAS- LÍNGUA ESPANHOLA E LITERATURAS - NATAL - N - LICENCIATURA";"118880834";"LETRAS- LÍNGUA ESPANHOLA E LITERATURAS";"9";"9";"12";"";"";"";"116";"3220";"360";"200";"240";"1860";"116";"800";"";"";"";"30";"";"420";"1";"2023";""
"134934351";"LNT-19";"";"98200045";"MESTRADO PROFISSIONAL EM LETRAS";"12";"";"24";"12";"";"24";"24";"360";"120";"";"0";"240";"16";"0";"";"";"";"0";"";"";"1";"2019";""
"163892678";"DER2022";"";"5036030";"RESIDÊNCIA MÉDICA EM DERMATOLOGIA";"";"";"";"";"";"";"0";"8640";"0";"";"";"0";"0";"0";"";"";"";"0";"";"";"1";"2022";""
"129993367";"06";"";"315735";"MESTRADO EM PSICOBIOLOGIA";"12";"";"24";"12";"";"24";"6";"315";"90";"";"0";"225";"0";"0";"";"";"";"0";"";"";"1";"2018";""
"133694155";"05";"FISIOTERAPIA - NATAL - MT - FORMAÇÃO";"2000042";"FISIOTERAPIA";"10";"10";"15";"";"";"";"73";"4260";"450";"240";"240";"2640";"73";"930";"";"";"";"30";"";"575";"1";"2019";""
"164634090";"MMASFAR";"";"164535758";"MESTRADO EM ASSISTÊNCIA FARMACÊUTICA EM REDE";"12";"";"24";"12";"";"24";"16";"270";"240";"";"";"30";"0";"0";"";"";"";"";"";"";"1";"2023";""
"20503690";"04C";"PSICOLOGIA - NATAL - MT - BACHARELADO";"2000066";"PSICOLOGIA";"10";"10";"16";"";"";"";"44";"4085";"300";"200";"600";"2295";"44";"1290";"1";"98";"99";"15";"";"0";"1";"2010";""
"164975570";"04";"MÚSICA - NATAL - MT - BACHARELADO";"2000057";"MÚSICA";"8";"8";"12";"";"";"";"62";"2670";"1160";"160";"240";"930";"62";"420";"";"";"";"";"";"480";"1";"2023";""
"129618436";"CIR2018";"";"116724072";"RESIDÊNCIA MÉDICA EM CIRURGIA GERAL/RESCIRG/EMCM";"";"";"";"";"";"";"0";"8660";"0";"";"0";"960";"0";"4800";"";"";"";"0";"";"";"1";"2018";""
"140068";"MM";"";"315785";"MESTRADO EM MATEMÁTICA APLICADA E ESTATÍSTICA";"12";"24";"24";"12";"24";"24";"11";"165";"135";"";"240";"30";"2";"0";"2";"12";"16";"1";"0";"";"2";"2006";""
"164945432";"04";"MÚSICA - NATAL - MT - BACHARELADO";"2000057";"MÚSICA";"8";"8";"12";"";"";"";"72";"2670";"1050";"160";"240";"1080";"72";"380";"";"";"";"";"";"480";"1";"2023";""
"134953276";"DOUT19";"";"132958781";"DOUTORADO EM ESTUDOS URBANOS E REGIONAIS";"24";"";"48";"24";"";"48";"22";"390";"330";"";"0";"60";"0";"0";"";"";"";"0";"";"";"1";"2019";""
"171701984";"05";"MEDICINA - NATAL - MTN - FORMAÇÃO";"2000056";"MEDICINA";"12";"12";"18";"";"";"";"148";"8195";"400";"400";"408";"4020";"148";"3375";"";"";"";"60";"";"0";"1";"2024";""
"170054386";"MCCF1M";"";"168173013";"MESTRADO EM CIÊNCIAS FISIOLÓGICAS";"12";"";"24";"12";"";"24";"22";"330";"330";"";"";"0";"0";"0";"";"";"";"";"";"";"2";"2023";""
"174973793";"PCONT24";"";"108416320";"MESTRADO EM CIÊNCIAS CONTÁBEIS";"12";"";"24";"12";"";"24";"26";"390";"210";"";"";"180";"12";"0";"";"";"";"";"";"";"2";"2024";""
"121562069";"EUR2017";"";"19106930";"MESTRADO EM ESTUDOS URBANOS E REGIONAIS";"12";"24";"24";"12";"24";"24";"12";"240";"180";"";"0";"60";"0";"0";"";"";"";"0";"";"";"1";"2017";""
"172113464";"MCCF1D";"";"168173029";"DOUTORADO EM CIÊNCIAS FISIOLÓGICAS";"24";"";"48";"24";"";"48";"30";"450";"450";"";"";"0";"0";"0";"";"";"";"";"";"";"2";"2023";""
"510230607";"01A";"SISTEMAS DE INFORMAÇÃO - CAICÓ - MT - BACHARELADO";"7191770";"SISTEMAS DE INFORMAÇÃO";"8";"8";"12";"";"";"";"148";"3000";"300";"0";"240";"2220";"148";"480";"8";"24";"28";"120";"";"0";"1";"2011";""
"174441677";"AP24RN";"";"174097013";"MESTRADO PROFISSIONAL EM ADMINISTRAÇÃO PÚBLICA EM REDE NACIONAL";"12";"";"24";"12";"";"24";"24";"360";"180";"";"";"180";"12";"0";"";"";"";"";"";"";"1";"2024";""
"165086318";"PPGPI01";"";"97339504";"MESTRADO PROFISSIONAL EM GESTÃO DE PROCESSOS INSTITUCIONAIS";"12";"";"24";"12";"";"24";"22";"360";"210";"";"";"150";"8";"0";"";"";"";"";"";"";"1";"2023";""
"133797961";"03";"TECNOLOGIA DA INFORMAÇÃO - NATAL - N - BACHARELADO";"92127264";"TECNOLOGIA DA INFORMAÇÃO";"9";"9";"13";"";"";"";"0";"2600";"1200";"140";"240";"1260";"0";"0";"";"";"";"30";"";"420";"1";"2019";""
"139194202";"02";"MÚSICA - NATAL - N - LICENCIATURA";"111635069";"MÚSICA";"9";"9";"14";"";"";"";"102";"3200";"510";"200";"240";"1530";"102";"960";"";"";"";"30";"";"420";"1";"2020";""
"172110635";"POP24M";"";"50798281";"MESTRADO EM DEMOGRAFIA";"12";"";"24";"12";"";"24";"26";"390";"60";"";"";"330";"22";"0";"";"";"";"";"";"";"1";"2024";""
"140096";"04";"";"315761";"MESTRADO EM GEODINÂMICA E GEOFÍSICA";"12";"24";"24";"12";"24";"24";"24";"360";"300";"";"240";"60";"4";"0";"1";"16";"24";"1";"0";"";"1";"2004";""
"133850843";"PCN19";"";"98199604";"MESTRADO PROFISSIONAL EM LETRAS";"12";"";"24";"12";"";"24";"24";"360";"120";"";"0";"240";"16";"0";"";"";"";"0";"";"";"1";"2019";""
"128824676";"CAR01";"";"116724070";"RESIDÊNCIA EM CARDIOLOGIA/RESCARD/HUOL";"";"";"";"";"";"";"0";"5438";"0";"";"0";"400";"0";"4508";"";"";"";"0";"";"";"1";"2018";""
"132638875";"ENPHUOL";"";"5036032";"RESIDÊNCIA MÉDICA EM ENDOCRINOLOGIA PEDIÁTRICA";"";"";"";"";"";"";"0";"5760";"0";"";"0";"0";"0";"0";"";"";"";"0";"";"";"1";"2018";""
"127185217";"mec18m";"";"315751";"MESTRADO EM ENGENHARIA MECÂNICA";"12";"24";"24";"12";"24";"24";"20";"360";"300";"";"0";"60";"0";"0";"";"";"";"0";"";"";"1";"2018";""
"180169301";"SCF02";"";"115830568";"MESTRADO EM SAÚDE COLETIVA - FACISA";"12";"";"24";"12";"";"24";"6";"390";"90";"";"";"300";"0";"0";"";"";"";"";"";"";"1";"2025";""
"140098";"02";"";"315763";"DOUTORADO EM GEODINÂMICA E GEOFÍSICA";"24";"48";"48";"24";"48";"48";"40";"600";"510";"";"240";"90";"6";"0";"1";"12";"24";"1";"0";"";"1";"2004";""
"164951193";"04";"MÚSICA - NATAL - MT - BACHARELADO";"2000057";"MÚSICA";"8";"8";"12";"";"";"";"90";"2670";"920";"160";"240";"1350";"90";"240";"";"";"";"";"";"480";"1";"2023";""
"137641422";"ECNM19";"";"315756";"MESTRADO PROFISSIONAL EM ENSINO DE CIÊNCIAS NATURAIS E MATEMÁTICA";"12";"";"24";"12";"";"24";"22";"375";"150";"";"0";"180";"12";"45";"";"";"";"1";"";"";"2";"2019";""
"127677716";"02";"EDUCAÇÃO FÍSICA - NATAL - MT - LICENCIATURA";"111635041";"EDUCAÇÃO FÍSICA";"8";"8";"12";"";"";"";"157";"3470";"360";"200";"240";"2445";"157";"465";"";"";"";"60";"";"0";"1";"2018";""
"20506160";"04C";"PSICOLOGIA - NATAL - MT - BACHARELADO";"2000066";"PSICOLOGIA";"10";"10";"16";"";"";"";"44";"4085";"300";"200";"600";"2295";"44";"1290";"1";"98";"99";"15";"";"0";"1";"2010";""
"129993616";"04";"";"315736";"DOUTORADO EM PSICOBIOLOGIA";"24";"";"48";"24";"";"48";"2";"150";"30";"";"0";"120";"0";"0";"";"";"";"0";"";"";"1";"2018";""
"141019341";"MPEDE";"";"140178590";"MESTRADO PROFISSIONAL EM EDUCAÇÃO ESPECIAL";"12";"";"24";"12";"";"24";"8";"360";"120";"";"0";"240";"0";"0";"";"";"";"0";"";"";"1";"2020";""
"158500062";"02";"COMUNICAÇÃO SOCIAL - AUDIOVISUAL - NATAL - T - BACHARELADO";"119512361";"COMUNICAÇÃO SOCIAL - AUDIOVISUAL";"8";"8";"12";"";"";"";"123";"2700";"300";"200";"240";"1860";"123";"340";"";"";"";"";"";"";"1";"2022";""
"133804382";"03";"TECNOLOGIA DA INFORMAÇÃO - NATAL - MT - BACHARELADO";"92127264";"TECNOLOGIA DA INFORMAÇÃO";"7";"7";"10";"";"";"";"86";"2600";"300";"140";"240";"2160";"86";"0";"";"";"";"30";"";"480";"1";"2019";""
"128824600";"ASC02";"";"5036022";"RESIDÊNCIA EM ATENÇÃO À SAÚDE DA CRIANÇA";"";"";"";"";"";"";"0";"5508";"0";"";"0";"350";"0";"5158";"";"";"";"0";"";"";"1";"2018";""
"172221856";"03";"CIÊNCIAS E TECNOLOGIA - NATAL - MTN - BACHARELADO";"10320810";"CIÊNCIAS E TECNOLOGIA";"6";"6";"9";"";"";"";"150";"2400";"1140";"120";"240";"1080";"150";"60";"";"";"";"";"";"480";"1";"2024";""
"172873281";"D24FONO";"";"171468995";"DOUTORADO EM FONOAUDIOLOGIA";"24";"";"48";"24";"";"48";"46";"1170";"690";"";"";"480";"0";"0";"";"";"";"";"";"";"1";"2024";""
"104458277";"ARQ14D";"";"315767";"DOUTORADO EM ARQUITETURA E URBANISMO";"24";"48";"48";"24";"48";"48";"12";"180";"90";"";"0";"90";"6";"0";"1";"12";"24";"0";"";"";"1";"2014";""
"90238249";"01";"EDUCAÇÃO FÍSICA - NATAL - N - LICENCIATURA";"85436676";"EDUCAÇÃO FÍSICA";"4";"5";"6";"";"";"";"52";"1220";"0";"";"240";"980";"52";"240";"10";"14";"24";"30";"";"";"1";"2012";""
"91346571";"01";"";"91346221";"MESTRADO PROFISSIONAL EM DESIGN";"12";"18";"24";"12";"18";"24";"0";"315";"0";"";"0";"315";"0";"0";"1";"6";"12";"1";"";"";"1";"2012";""
"102191533";"01";"CIÊNCIAS SOCIAIS - NATAL - MT - LICENCIATURA";"102191189";"CIÊNCIAS SOCIAIS";"8";"8";"10";"";"";"";"0";"2925";"480";"0";"240";"1740";"0";"705";"16";"24";"28";"240";"";"0";"1";"2014";""
"90609308";"PPGufrn";"";"90609271";"PRÓ-REITORIA DE PÓS-GRADUAÇÃO";"1";"1";"1";"1";"1";"1";"0";"1";"1";"";"0";"0";"0";"0";"1";"1";"1";"1";"";"";"1";"2012";""
"172689213";"NUT24D";"";"171307246";"DOUTORADO EM NUTRIÇÃO";"24";"";"48";"24";"";"48";"36";"540";"330";"";"";"210";"14";"0";"";"";"";"";"";"";"1";"2024";""
"178205516";"TI2025D";"";"177385128";"DOUTORADO PROFISSIONAL EM TECNOLOGIA DA INFORMAÇÃO";"24";"";"48";"24";"";"48";"26";"480";"390";"";"";"90";"0";"0";"";"";"";"";"";"";"1";"2025";""
"172204947";"03";"CIÊNCIAS E TECNOLOGIA - NATAL - MT - BACHARELADO";"10320810";"CIÊNCIAS E TECNOLOGIA";"6";"6";"9";"";"";"";"150";"2400";"1200";"120";"240";"1080";"150";"0";"";"";"";"";"";"480";"1";"2024";""
"136481372";"03";"ANÁLISE E DESENVOLVIMENTO DE SISTEMAS - MACAÍBA - MTN - TECNOLÓGICO";"94598200";"ANÁLISE E DESENVOLVIMENTO DE SISTEMAS";"6";"6";"9";"";"";"";"109";"2295";"240";"180";"240";"1665";"109";"210";"";"";"";"30";"";"0";"2";"2019";""
"137739432";"mCO/CL";"";"130260333";"MESTRADO EM CIÊNCIAS ODONTOLÓGICAS";"12";"";"24";"12";"";"24";"26";"390";"210";"";"0";"180";"12";"0";"";"";"";"0";"";"";"2";"2018";""
"130320907";"03";"DIREITO - CAICÓ - TN - BACHARELADO";"2000019";"DIREITO";"10";"10";"14";"";"";"";"198";"3700";"480";"190";"360";"2970";"198";"60";"";"";"";"60";"";"450";"2";"2018";""
